dtxsid,aeid,hitc_clean,active
DTXSID0034566,2387,0.9963921815364944,1.0
DTXSID0034695,2387,0.0,0.0
DTXSID0034722,2387,0.0,0.0
DTXSID0034803,2387,,
DTXSID0034851,2387,3.2964248476402256e-08,0.0
DTXSID0034855,2387,0.0,0.0
DTXSID0034930,2387,0.0,0.0
DTXSID0035160,2387,0.0,0.0
DTXSID0035748,2387,1.2880654837895775e-08,0.0
DTXSID0037495,2387,0.10912936567972949,0.0
DTXSID0037730,2387,1.2076256245593303e-05,0.0
DTXSID0038700,2387,0.0,0.0
DTXSID0038881,2387,,
DTXSID0038887,2387,0.0,0.0
DTXSID0039223,2387,,
DTXSID0040701,2387,1.319163526559518e-15,0.0
DTXSID0040707,2387,,
DTXSID0041141,2387,0.0,0.0
DTXSID0041270,2387,0.0,0.0
DTXSID0041274,2387,2.0473789448707723e-10,0.0
DTXSID0041357,2387,0.019355151248139104,0.0
DTXSID0041484,2387,0.0,0.0
DTXSID0041567,2387,0.0,0.0
DTXSID0041646,2387,,
DTXSID0041721,2387,0.0,0.0
DTXSID0041981,2387,0.0,0.0
DTXSID0042038,2387,,
DTXSID0042086,2387,1.3044922248808873e-10,0.0
DTXSID0042167,2387,0.0,0.0
DTXSID0042169,2387,0.0,0.0
DTXSID0042325,2387,0.0,0.0
DTXSID0042327,2387,0.0,0.0
DTXSID0042379,2387,0.0,0.0
DTXSID0042400,2387,0.0,0.0
DTXSID0042406,2387,0.0,0.0
DTXSID0042454,2387,1.9556478779016754e-08,0.0
DTXSID0044571,2387,0.013653386597744854,0.0
DTXSID0044575,2387,0.0,0.0
DTXSID0044818,2387,0.0,0.0
DTXSID0047167,2387,0.0,0.0
DTXSID0047246,2387,0.9987600289959848,1.0
DTXSID0047248,2387,0.0,0.0
DTXSID0047290,2387,0.9985460034815952,1.0
DTXSID0047292,2387,0.0,0.0
DTXSID0047294,2387,0.7927764111664931,0.0
DTXSID0047296,2387,0.0,0.0
DTXSID0047325,2387,0.0,0.0
DTXSID0047327,2387,0.16020199496547993,0.0
DTXSID0047371,2387,0.49610405239936045,0.0
DTXSID0047375,2387,0.12173110471393422,0.0
DTXSID0047377,2387,4.602008705372961e-09,0.0
DTXSID0047379,2387,0.0,0.0
DTXSID0047456,2387,8.169997465257649e-09,0.0
DTXSID0047533,2387,0.0,0.0
DTXSID0047535,2387,0.0,0.0
DTXSID0047537,2387,0.0,0.0
DTXSID0047539,2387,0.0,0.0
DTXSID0047741,2387,0.0,0.0
DTXSID0047749,2387,0.0,0.0
DTXSID0047957,2387,0.9999959618784299,1.0
DTXSID0048181,2387,0.0,0.0
DTXSID0048183,2387,6.589680568224541e-09,0.0
DTXSID0048185,2387,,
DTXSID0048187,2387,1.4263179001469193e-14,0.0
DTXSID0048189,2387,0.47055092573734936,0.0
DTXSID0048210,2387,0.0,0.0
DTXSID0048505,2387,3.216252493214911e-15,0.0
DTXSID0048507,2387,2.2772100552742465e-09,0.0
DTXSID0048509,2387,0.026991916743033462,0.0
DTXSID0051570,2387,0.0,0.0
DTXSID00872663,2387,0.03251090117238664,0.0
DTXSID1020069,2387,0.9995067358330875,1.0
DTXSID1020140,2387,0.0007118364499065343,0.0
DTXSID1020144,2387,0.0009791490803126833,0.0
DTXSID1020148,2387,0.8352123884741571,0.0
DTXSID1020190,2387,,
DTXSID1020194,2387,0.0,0.0
DTXSID1020221,2387,0.999376893051317,1.0
DTXSID1020350,2387,,
DTXSID1020352,2387,0.0,0.0
DTXSID1020354,2387,1.976099752453156e-10,0.0
DTXSID1020431,2387,0.0,0.0
DTXSID1020433,2387,0.02326679774447031,0.0
DTXSID1020439,2387,0.0,0.0
DTXSID1020485,2387,1.7789864808585832e-05,0.0
DTXSID1020510,2387,4.879872443482529e-08,0.0
DTXSID1020512,2387,0.0,0.0
DTXSID1020516,2387,2.2013784382140453e-09,0.0
DTXSID1020560,2387,1.7004208396953e-14,0.0
DTXSID1020647,2387,0.0,0.0
DTXSID1020699,2387,0.9996893814121277,1.0
DTXSID1020770,2387,0.999944417889156,1.0
DTXSID1020805,2387,0.0,0.0
DTXSID1020807,2387,0.00020709007559065523,0.0
DTXSID1020855,2387,,
DTXSID1020930,2387,0.0,0.0
DTXSID1020932,2387,0.0018154545556459227,0.0
DTXSID1021031,2387,0.0005212972790189627,0.0
DTXSID1021087,2387,0.9999419426788405,1.0
DTXSID1021116,2387,1.3226369645031425e-08,0.0
DTXSID1021160,2387,0.0,0.0
DTXSID1021164,2387,5.3148716093884176e-08,0.0
DTXSID1021166,2387,0.0,0.0
DTXSID1021243,2387,1.0,1.0
DTXSID1021322,2387,0.9999184996588076,1.0
DTXSID1021374,2387,0.0,0.0
DTXSID1021378,2387,0.0,0.0
DTXSID1021403,2387,0.0,0.0
DTXSID1021409,2387,0.7859454358818475,0.0
DTXSID1021455,2387,0.0,0.0
DTXSID1021740,2387,1.2586087318060716e-18,0.0
DTXSID1021790,2387,1.2816509852421665e-14,0.0
DTXSID1021792,2387,0.0,0.0
DTXSID1021798,2387,0.0,0.0
DTXSID1021821,2387,,
DTXSID1021871,2387,,
DTXSID1021877,2387,1.7552348723937868e-10,0.0
DTXSID1021952,2387,0.0,0.0
DTXSID1021956,2387,,
DTXSID1022053,2387,0.0,0.0
DTXSID1022055,2387,1.2426452087697555e-07,0.0
DTXSID1022265,2387,0.0,0.0
DTXSID1022267,2387,0.0,0.0
DTXSID1022394,2387,0.9772735430393706,1.0
DTXSID1022396,2387,0.0,0.0
DTXSID1022421,2387,2.558337362045463e-13,0.0
DTXSID1022479,2387,0.0,0.0
DTXSID1022508,2387,0.00017160470158616984,0.0
DTXSID1023235,2387,0.0,0.0
DTXSID1023819,2387,0.07449758884345657,0.0
DTXSID1023869,2387,0.0,0.0
DTXSID1023990,2387,0.0,0.0
DTXSID1023996,2387,0.0,0.0
DTXSID1023998,2387,0.0038588134150407596,0.0
DTXSID1024045,2387,,
DTXSID1024049,2387,0.0,0.0
DTXSID1024091,2387,0.0,0.0
DTXSID1024097,2387,0.0,0.0
DTXSID1024124,2387,0.0,0.0
DTXSID1024126,2387,3.513153293233666e-06,0.0
DTXSID1024170,2387,0.0,0.0
DTXSID1024174,2387,0.0,0.0
DTXSID1024176,2387,1.5712018575446073e-11,0.0
DTXSID1024209,2387,0.999643076972679,1.0
DTXSID1024255,2387,4.444792598887745e-10,0.0
DTXSID1024259,2387,1.9049336713353982e-07,0.0
DTXSID1024338,2387,0.0,0.0
DTXSID1024598,2387,1.0974249761183183e-08,0.0
DTXSID1024621,2387,0.0,0.0
DTXSID1024704,2387,0.0,0.0
DTXSID1025017,2387,,
DTXSID1025148,2387,3.031149373660528e-11,0.0
DTXSID1025271,2387,0.0,0.0
DTXSID1025300,2387,0.0,0.0
DTXSID1025306,2387,0.0,0.0
DTXSID1025726,2387,0.0599227049055746,0.0
DTXSID1025805,2387,1.682868708623332e-05,0.0
DTXSID1025809,2387,0.0,0.0
DTXSID1025857,2387,0.00011589891695150995,0.0
DTXSID1026031,2387,0.0,0.0
DTXSID1026033,2387,0.09895225773233503,0.0
DTXSID1026035,2387,0.0,0.0
DTXSID1026081,2387,0.9983533418412096,1.0
DTXSID1026118,2387,0.0,0.0
DTXSID1026164,2387,,
DTXSID1026241,2387,0.4081907033785803,0.0
DTXSID1026665,2387,0.0,0.0
DTXSID1026792,2387,4.157376509852974e-07,0.0
DTXSID1026879,2387,0.0,0.0
DTXSID1026900,2387,0.0424184206090283,0.0
DTXSID1026904,2387,,
DTXSID1026906,2387,0.0,0.0
DTXSID1026908,2387,0.0,0.0
DTXSID1027134,2387,0.0,0.0
DTXSID1027184,2387,0.0,0.0
DTXSID1027263,2387,6.89492430238219e-08,0.0
DTXSID1027390,2387,0.04781239559793369,0.0
DTXSID1027429,2387,0.0,0.0
DTXSID1027479,2387,0.0,0.0
DTXSID1027500,2387,0.0,0.0
DTXSID1027550,2387,0.0,0.0
DTXSID1027633,2387,,
DTXSID1027635,2387,4.868851583409398e-12,0.0
DTXSID1027891,2387,0.9998362228916431,1.0
DTXSID1027899,2387,9.522686653219018e-06,0.0
DTXSID1027920,2387,0.0,0.0
DTXSID1027924,2387,0.009282937739657415,0.0
DTXSID1027926,2387,0.9983679960112629,1.0
DTXSID1029124,2387,0.0,0.0
DTXSID1029128,2387,,
DTXSID1029170,2387,,
DTXSID1029677,2387,0.0,0.0
DTXSID1030606,2387,0.0,0.0
DTXSID1032303,2387,0.0,0.0
DTXSID1032305,2387,3.0932429259974488e-09,0.0
DTXSID1032309,2387,3.2373539814972636e-09,0.0
DTXSID1032355,2387,7.638482216295788e-11,0.0
DTXSID1032359,2387,0.9995926805984314,1.0
DTXSID1032482,2387,0.000155585379559898,0.0
DTXSID1032484,2387,0.0,0.0
DTXSID1032488,2387,0.0,0.0
DTXSID1032511,2387,0.0,0.0
DTXSID1032513,2387,0.0,0.0
DTXSID1032519,2387,0.0006655433454624969,0.0
DTXSID1032569,2387,0.0,0.0
DTXSID1032640,2387,,
DTXSID1032646,2387,,
DTXSID1032648,2387,0.7978455392301095,0.0
DTXSID1032690,2387,0.0,0.0
DTXSID1033161,2387,0.0,0.0
DTXSID1033371,2387,4.401894152263874e-06,0.0
DTXSID1033664,2387,1.0,1.0
DTXSID1034181,2387,2.2330405240401323e-05,0.0
DTXSID1034187,2387,0.002753360405642261,0.0
DTXSID1034210,2387,,
DTXSID1034212,2387,,
DTXSID1034260,2387,0.0,0.0
DTXSID1034501,2387,1.0986707519945926e-11,0.0
DTXSID1034503,2387,6.970135572219968e-14,0.0
DTXSID1034634,2387,0.9914823242982319,1.0
DTXSID1034929,2387,0.0,0.0
DTXSID1034973,2387,,
DTXSID1035288,2387,0.00010805704208037522,0.0
DTXSID1037303,2387,0.0,0.0
DTXSID1037565,2387,0.0,0.0
DTXSID1038298,2387,0.9996724471816775,1.0
DTXSID1038321,2387,4.666591139002388e-08,0.0
DTXSID1038666,2387,0.0,0.0
DTXSID1038795,2387,,
DTXSID1040110,2387,2.3124185061462072e-09,0.0
DTXSID1040112,2387,,
DTXSID1040324,2387,0.0,0.0
DTXSID1040372,2387,0.0,0.0
DTXSID1040611,2387,0.9372465757470285,1.0
DTXSID1040742,2387,0.0,0.0
DTXSID1040792,2387,0.0,0.0
DTXSID1040794,2387,4.754051231640446e-08,0.0
DTXSID1041184,2387,1.9055097608678395e-11,0.0
DTXSID1041188,2387,7.357228343208578e-11,0.0
DTXSID1041265,2387,6.61531084491162e-09,0.0
DTXSID1041267,2387,,
DTXSID1041346,2387,,
DTXSID1041421,2387,,
DTXSID1041425,2387,1.3633476710968882e-07,0.0
DTXSID1041506,2387,0.9999838006859396,1.0
DTXSID1041508,2387,0.0,0.0
DTXSID1041550,2387,1.9981751614474348e-10,0.0
DTXSID1041639,2387,0.0,0.0
DTXSID1041847,2387,0.0,0.0
DTXSID1041891,2387,0.0,0.0
DTXSID1041920,2387,0.0,0.0
DTXSID1041970,2387,0.0,0.0
DTXSID1041978,2387,0.0,0.0
DTXSID1042154,2387,0.0,0.0
DTXSID1042491,2387,0.0,0.0
DTXSID1044435,2387,0.0,0.0
DTXSID1044487,2387,0.9999992562858964,1.0
DTXSID1044564,2387,0.0,0.0
DTXSID1044643,2387,0.0,0.0
DTXSID1044693,2387,,
DTXSID1044697,2387,0.0001770692892137776,0.0
DTXSID1046970,2387,0.9969289551556686,1.0
DTXSID1047281,2387,4.555850773288902e-12,0.0
DTXSID1047283,2387,0.831012963720711,0.0
DTXSID1047285,2387,1.2854123395684447e-10,0.0
DTXSID1047287,2387,,
DTXSID1047289,2387,0.0,0.0
DTXSID1047310,2387,0.0,0.0
DTXSID1047312,2387,0.9999999999913285,1.0
DTXSID1047316,2387,0.22442696404314647,0.0
DTXSID1047318,2387,1.2098344217126892e-05,0.0
DTXSID1047360,2387,0.2204869274505972,0.0
DTXSID1047362,2387,0.0,0.0
DTXSID1047364,2387,0.9999874933741663,1.0
DTXSID1047366,2387,0.02574983969295189,0.0
DTXSID1047368,2387,0.00023113175285091294,0.0
DTXSID1047497,2387,0.03137678528703129,0.0
DTXSID1047526,2387,,
DTXSID1047528,2387,2.3602632352996303e-10,0.0
DTXSID1047576,2387,1.105591388202947e-07,0.0
DTXSID1048122,2387,1.089342908618743e-06,0.0
DTXSID1048170,2387,5.928590928837355e-17,0.0
DTXSID1048172,2387,0.0,0.0
DTXSID1048174,2387,0.0,0.0
DTXSID1048176,2387,7.121004376483705e-14,0.0
DTXSID1048178,2387,1.1169921821008623e-07,0.0
DTXSID1048201,2387,,
DTXSID1048203,2387,0.0,0.0
DTXSID1048207,2387,0.00027059501594867803,0.0
DTXSID1048209,2387,0.0,0.0
DTXSID2020006,2387,,
DTXSID2020137,2387,3.3219189325806786e-09,0.0
DTXSID2020189,2387,,
DTXSID2020212,2387,0.9995999516445219,1.0
DTXSID2020216,2387,0.06920676817523315,0.0
DTXSID2020262,2387,0.0,0.0
DTXSID2020268,2387,7.118096383490094e-14,0.0
DTXSID2020347,2387,0.002746170100657688,0.0
DTXSID2020420,2387,0.0,0.0
DTXSID2020426,2387,0.0,0.0
DTXSID2020428,2387,0.0,0.0
DTXSID2020501,2387,0.05073505492053593,0.0
DTXSID2020505,2387,,
DTXSID2020507,2387,0.0,0.0
DTXSID2020634,2387,9.91139260370566e-11,0.0
DTXSID2020686,2387,0.0,0.0
DTXSID2020688,2387,0.0,0.0
DTXSID2020713,2387,0.0,0.0
DTXSID2020890,2387,0.41864865770757537,0.0
DTXSID2020894,2387,0.0,0.0
DTXSID2020921,2387,,
DTXSID2020929,2387,,
DTXSID2021026,2387,5.835181338506051e-10,0.0
DTXSID2021028,2387,2.380450067543951e-16,0.0
DTXSID2021103,2387,0.0,0.0
DTXSID2021105,2387,0.0,0.0
DTXSID2021151,2387,0.99996932798276,1.0
DTXSID2021234,2387,1.2052635508848076e-10,0.0
DTXSID2021238,2387,1.3656555103099665e-10,0.0
DTXSID2021286,2387,0.0,0.0
DTXSID2021288,2387,0.0,0.0
DTXSID2021311,2387,0.0,0.0
DTXSID2021440,2387,0.0,0.0
DTXSID2021575,2387,1.8585909876222095e-14,0.0
DTXSID2021600,2387,0.0,0.0
DTXSID2021602,2387,0.0,0.0
DTXSID2021735,2387,0.0,0.0
DTXSID2021739,2387,,
DTXSID2021781,2387,0.0,0.0
DTXSID2021864,2387,0.0,0.0
DTXSID2021866,2387,0.003139038824668489,0.0
DTXSID2021941,2387,9.9259621705198e-05,0.0
DTXSID2021943,2387,0.0007484954082334393,0.0
DTXSID2021947,2387,0.9995436007764782,1.0
DTXSID2021993,2387,0.0,0.0
DTXSID2021995,2387,1.6922602020964955e-05,0.0
DTXSID2021997,2387,,
DTXSID2022048,2387,0.0,0.0
DTXSID2022123,2387,0.0,0.0
DTXSID2022171,2387,5.814338169899694e-11,0.0
DTXSID2022179,2387,0.0,0.0
DTXSID2022254,2387,,
DTXSID2022331,2387,6.428325242393466e-09,0.0
DTXSID2022333,2387,0.0,0.0
DTXSID2022381,2387,0.9091649147713976,1.0
DTXSID2022628,2387,8.204929550875953e-11,0.0
DTXSID2022678,2387,0.9998315689874654,1.0
DTXSID2023193,2387,,
DTXSID2023430,2387,0.0,0.0
DTXSID2023723,2387,0.0,0.0
DTXSID2024086,2387,,
DTXSID2024163,2387,6.856497219349697e-05,0.0
DTXSID2024242,2387,1.3127385066900302e-06,0.0
DTXSID2024662,2387,0.9999999997209611,1.0
DTXSID2024664,2387,0.0013646320174537084,0.0
DTXSID2024666,2387,,
DTXSID2024793,2387,0.0,0.0
DTXSID2024955,2387,0.0,0.0
DTXSID2025050,2387,0.11088492456563462,0.0
DTXSID2025133,2387,0.0,0.0
DTXSID2025135,2387,7.607324036941636e-14,0.0
DTXSID2025216,2387,0.0,0.0
DTXSID2025347,2387,0.0,0.0
DTXSID2025395,2387,1.9976147350209883e-09,0.0
DTXSID2025478,2387,0.0,0.0
DTXSID2025505,2387,8.286327325890644e-10,0.0
DTXSID2025680,2387,0.026235474577601454,0.0
DTXSID2025688,2387,0.0,0.0
DTXSID2025892,2387,,
DTXSID2026076,2387,0.00020920542243799188,0.0
DTXSID2026238,2387,0.0,0.0
DTXSID2026446,2387,0.0,0.0
DTXSID2026496,2387,,
DTXSID2026523,2387,1.8250877705833003e-06,0.0
DTXSID2026525,2387,0.9999929983605342,1.0
DTXSID2026529,2387,0.9997657267449762,1.0
DTXSID2026602,2387,0.9993493219087339,1.0
DTXSID2026781,2387,,
DTXSID2026789,2387,0.0,0.0
DTXSID2026864,2387,0.0,0.0
DTXSID2026943,2387,0.0,0.0
DTXSID2026997,2387,0.0,0.0
DTXSID2027094,2387,0.0004681982540035214,0.0
DTXSID2027200,2387,,
DTXSID2027204,2387,0.0,0.0
DTXSID2027258,2387,1.1770026386364738e-15,0.0
DTXSID2027333,2387,0.0,0.0
DTXSID2027412,2387,3.1312276859381875e-16,0.0
DTXSID2027414,2387,0.0,0.0
DTXSID2027466,2387,0.0,0.0
DTXSID2027593,2387,0.0,0.0
DTXSID2027963,2387,1.3160382188921288e-14,0.0
DTXSID2029167,2387,0.0,0.0
DTXSID2029246,2387,0.0,0.0
DTXSID2029290,2387,0.0,0.0
DTXSID2029298,2387,1.9005288039694021e-16,0.0
DTXSID2029325,2387,0.0,0.0
DTXSID2029329,2387,0.014554858055046093,0.0
DTXSID2029612,2387,0.0,0.0
DTXSID2029616,2387,0.0003607124443721509,0.0
DTXSID2029874,2387,0.0,0.0
DTXSID2032344,2387,,
DTXSID2032348,2387,1.0525836228793658e-19,0.0
DTXSID2032390,2387,5.520759655851422e-13,0.0
DTXSID2032392,2387,0.0,0.0
DTXSID2032398,2387,0.7420807719077119,0.0
DTXSID2032500,2387,0.9923837956630772,1.0
DTXSID2032550,2387,0.0,0.0
DTXSID2032552,2387,0.0,0.0
DTXSID2032554,2387,3.5173956922161277e-10,0.0
DTXSID2032556,2387,0.003999780599774463,0.0
DTXSID2032558,2387,0.0,0.0
DTXSID2032637,2387,,
DTXSID2032639,2387,0.0,0.0
DTXSID2032683,2387,0.005667028744544618,0.0
DTXSID2034255,2387,0.0,0.0
DTXSID2034338,2387,0.0,0.0
DTXSID2034465,2387,0.0,0.0
DTXSID2034542,2387,2.1070451840288556e-17,0.0
DTXSID2034590,2387,0.0,0.0
DTXSID2034598,2387,0.0006460386801613295,0.0
DTXSID2034625,2387,0.0,0.0
DTXSID2034627,2387,0.0009094098045822387,0.0
DTXSID2034673,2387,0.0,0.0
DTXSID2034700,2387,,
DTXSID2034881,2387,0.004104773897077849,0.0
DTXSID2034885,2387,0.0,0.0
DTXSID2034962,2387,0.0,0.0
DTXSID2036112,2387,0.9991361110544899,1.0
DTXSID2036299,2387,,
DTXSID2036588,2387,0.028433370285851918,0.0
DTXSID2037712,2387,0.9999999851447315,1.0
DTXSID2037714,2387,0.9993891540693882,1.0
DTXSID2038732,2387,0.19279140773350853,0.0
DTXSID2038788,2387,,
DTXSID2039336,2387,3.5290446839217045e-05,0.0
DTXSID2040151,2387,3.2081632916232985e-06,0.0
DTXSID2040361,2387,0.0,0.0
DTXSID2040363,2387,0.9998658542431704,1.0
DTXSID2040731,2387,0.0,0.0
DTXSID2041125,2387,0.0,0.0
DTXSID2041200,2387,0.0,0.0
DTXSID2041208,2387,0.029689437991671296,0.0
DTXSID2041250,2387,0.0,0.0
DTXSID2041252,2387,2.2784144343603883e-05,0.0
DTXSID2041389,2387,1.212584372994462e-09,0.0
DTXSID2041703,2387,0.0,0.0
DTXSID2041709,2387,0.0,0.0
DTXSID2042060,2387,1.5294775514066288e-12,0.0
DTXSID2042062,2387,,
DTXSID2042191,2387,0.0,0.0
DTXSID2042220,2387,0.0,0.0
DTXSID2042276,2387,1.065450579718262e-13,0.0
DTXSID2042436,2387,,
DTXSID2044391,2387,0.0,0.0
DTXSID2044553,2387,0.0,0.0
DTXSID2044713,2387,1.8257393545342717e-08,0.0
DTXSID2045232,2387,0.0,0.0
DTXSID2047270,2387,0.0,0.0
DTXSID2047272,2387,0.0,0.0
DTXSID2047274,2387,0.0,0.0
DTXSID2047276,2387,1.0987809818377176e-13,0.0
DTXSID2047278,2387,0.0,0.0
DTXSID2047301,2387,5.417415529637077e-10,0.0
DTXSID2047303,2387,0.008880247679560667,0.0
DTXSID2047305,2387,0.0008955353636768023,0.0
DTXSID2047307,2387,0.0,0.0
DTXSID2047309,2387,0.028023826674318037,0.0
DTXSID2047351,2387,0.0,0.0
DTXSID2047355,2387,,
DTXSID2047357,2387,0.0,0.0
DTXSID2047359,2387,0.0,0.0
DTXSID2047517,2387,,
DTXSID2047565,2387,0.0,0.0
DTXSID2047696,2387,0.0,0.0
DTXSID2048167,2387,,
DTXSID2052447,2387,,
DTXSID3020043,2387,0.0,0.0
DTXSID3020047,2387,,
DTXSID3020091,2387,0.0,0.0
DTXSID3020093,2387,0.000796000109400226,0.0
DTXSID3020122,2387,1.7028059466825047e-10,0.0
DTXSID3020205,2387,4.52262892785731e-08,0.0
DTXSID3020207,2387,0.0,0.0
DTXSID3020209,2387,0.47472457367601417,0.0
DTXSID3020257,2387,4.449500836499798e-09,0.0
DTXSID3020332,2387,0.0,0.0
DTXSID3020336,2387,0.0,0.0
DTXSID3020384,2387,1.8606730778577338e-05,0.0
DTXSID3020415,2387,0.0,0.0
DTXSID3020465,2387,1.258228125593533e-13,0.0
DTXSID3020621,2387,0.0,0.0
DTXSID3020625,2387,2.640540861769767e-10,0.0
DTXSID3020627,2387,0.0,0.0
DTXSID3020671,2387,0.0,0.0
DTXSID3020673,2387,0.0,0.0
DTXSID3020679,2387,0.785951692918524,0.0
DTXSID3020881,2387,1.649980215709833e-15,0.0
DTXSID3020887,2387,0.0,0.0
DTXSID3020889,2387,0.0,0.0
DTXSID3020910,2387,0.0,0.0
DTXSID3020916,2387,0.0,0.0
DTXSID3020964,2387,2.4408988278590947e-11,0.0
DTXSID3020966,2387,0.0,0.0
DTXSID3021196,2387,0.0,0.0
DTXSID3021277,2387,,
DTXSID3021356,2387,0.0,0.0
DTXSID3021358,2387,3.3261523949921034e-08,0.0
DTXSID3021483,2387,0.0,0.0
