dtxsid,smiles
DTXSID0027983,"C*.C*.COCCOCCO |lp:5:2,8:2,11:2,m:1:6.7,3:9.10|"
DTXSID0028030,CC1(C)CC(CC(C)(C)N1)OC(=O)CCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1
DTXSID0028323,
DTXSID0028038,CCCCNC(=O)OCC#CI
DTXSID0028618,"C*.CC*.CC*.N*.NC1=CC=CC=C1 |c:9,11,t:7,lp:8:1,10:1,m:1:12.13.14.15.16,4:12.13.14.15.16,7:12.13.14.15.16,9:14.15.16|"
DTXSID0028666,
DTXSID0029187,CC1=CC2=C(C=C1)C=C(C)C=C2
DTXSID0029133,CC(=O)C1=CC=C(O)C=C1
DTXSID0029210,CCCC[Sn](Cl)(Cl)Cl
DTXSID0029214,
DTXSID0029189,NC(N)=N.NC(N)=N.OC(O)=O
DTXSID0029260,OCCN1CCNC1=O
DTXSID0029218,CCC1=CC=C(Br)C=C1
DTXSID0029262,CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
DTXSID0029268,CC(=O)C(=NNC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(NN=C(C(C)=O)C(=O)NC2=C(C)C=C(C)C=C2)C=C1)C(=O)NC1=C(C)C=C(C)C=C1
DTXSID0029474,
DTXSID0029559,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O
DTXSID0029688,[Fe++].[O-]S([O-])(=O)=O
DTXSID0029761,O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O
DTXSID0030162,CC(=O)C1=NC=CS1
DTXSID0029848,
DTXSID0030588,CNCC(O)C1=CC=C(O)C=C1
DTXSID0032077,[Na+].[Na+].[O-][Se]([O-])=O
DTXSID0032029,Br.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DTXSID0032314,CC1(C)COCN1
DTXSID0032316,CC1=CC(O)=CC(C)=C1Cl
DTXSID0032493,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1
DTXSID0032497,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1
DTXSID0032520,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1
DTXSID0032578,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
DTXSID0032572,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C
DTXSID0032601,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1
DTXSID0032605,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1
DTXSID0032651,O=C(NC1=CN=NS1)NC1=CC=CC=C1
DTXSID0032655,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1
DTXSID0032811,CCC(C)(C)C(O)=O
DTXSID0032813,CCC(O)C(C)(C)C
DTXSID0032869,[O-][N+](=O)C1=CC=C(F)C=C1F
DTXSID0032998,OC(=O)CCSSCCC(O)=O
DTXSID0033047,CSC1=CC=C(C=O)C=C1
DTXSID0033332,OC(=O)[C@H](OC(=O)\C=C\C1=CC(O)=C(O)C=C1)[C@@H](OC(=O)\C=C\C1=CC=C(O)C(O)=C1)C(O)=O
DTXSID0033382,Cl.COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)C(C)=O)C2=O
DTXSID0033334,[H][C@@]12C[C@@H](C)[C@]3([H])[C@@]4(C)CC[C@@]56C[C@@]55CC[C@H](O[C@]7([H])OC[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@]5([H])CC[C@@]6([H])[C@]4(C)[C@@H](O)[C@]3(O[C@@H]1C(C)(C)O)O2
DTXSID0033469,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O
DTXSID0033673,COC(=O)CS
DTXSID0033960,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21
DTXSID0033754,CC(C)NC(=O)C=C
DTXSID0034192,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DTXSID0034223,CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl
DTXSID0034229,CCCCCC1CCC(=O)O1
DTXSID0034227,CCC(C)OC(=O)N1CCCCC1CCO
DTXSID0034300,CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N
DTXSID0034518,CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1
DTXSID0034566,
DTXSID0034695,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S
DTXSID0034776,COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl
DTXSID0034722,CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O
DTXSID0034803,COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12
DTXSID0034851,C[C@@H](OC1=C(Cl)C=C(Cl)C=C1)C(O)=O
DTXSID0034855,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
DTXSID0034857,CCOC(=O)[C@@H](C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1
DTXSID0034930,CCOP(=O)(SC(C)CC)N1CCSC1=O
DTXSID0034936,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(C)=CC(C)=N1
DTXSID0035160,CC(=O)\C=C\C1C(C)=CCCC1(C)C
DTXSID0035748,[Cl-].Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2
DTXSID0035790,[Na+].COC1=C([O-])C=C(C=C1)[N+]([O-])=O
DTXSID0036508,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12
DTXSID0036760,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
DTXSID0036926,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
DTXSID0037023,OS(O)(=O)=O.NC1=NC(N)=C(N)C(N)=N1
DTXSID0037231,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1
DTXSID0037235,
DTXSID0037237,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DTXSID0037493,CCNC1=NC(NC(C)C)=NC(OC)=N1
DTXSID0037495,CCNC1=NC(N)=NC(Cl)=N1
DTXSID0037522,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O
DTXSID0037570,CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2
DTXSID0037576,CON(C)C(=O)NC1=CC=C(Cl)C=C1
DTXSID0037601,CCOP(=O)(OCC)SCSC(C)(C)C
DTXSID0037730,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1
DTXSID0037734,CCCCCCCCCCCCCCC(Br)C(O)=O
DTXSID00379925,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O
DTXSID00379268,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F
DTXSID00379884,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1
DTXSID00380798,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO
DTXSID0038338,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1
DTXSID0038700,COC1=CC(=CC=C1N)[N+]([O-])=O
DTXSID0038756,FC1=CC=C(C=O)C=C1
DTXSID0038831,COCCOC(=O)CC#N
DTXSID0038839,NC1=C(C=C(C=C1)[N+]([O-])=O)C#N
DTXSID0038881,[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=CC=C2C=C1
DTXSID0038887,OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1
DTXSID0039223,CNC(=O)ON=CC(C)(C)SC
DTXSID0039227,CC(=O)NC1=CC=C2C(CC3=C2C=CC=C3)=C1
DTXSID0039229,OC(=O)C=C
DTXSID0040127,NC1=CC=CC(N)=N1
DTXSID0040129,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1
DTXSID0040208,[Na+].CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2[O-]
DTXSID0040464,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DTXSID0040547,[Na+].CC1(CC(=O)C2=C(C=CC=C2)C1=O)S([O-])(=O)=O
DTXSID0040620,Cl.Cl.[H][C@@]1(CNC2=C(N1)C(=O)N=C(N)N2)[C@@H](O)[C@H](C)O
DTXSID0040599,[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](OCCO)[C@@H](C1)OC
DTXSID0040674,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
DTXSID0040622,Cl.[Cl-].CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
DTXSID0040672,COC(=O)NC1=NC2=CC(SC3=CC=CC=C3)=CC=C2N1
DTXSID0040676,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
DTXSID0040678,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
DTXSID0040701,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
DTXSID0040703,CC(C)(C)C1=CC=C(C=C1)C(O)=O
DTXSID0040705,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1
DTXSID0040707,CCCCCC1=CC=C(N)C=C1
DTXSID0040751,CC(C)C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(O)=O
DTXSID0040755,CCOC(=O)[C@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
DTXSID0040757,CC1(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)CCCCC1
DTXSID0041141,[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)NC(=O)CCl)[C@@]1(C)O[C@@H]1CC=C(C)C
DTXSID0040965,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC=C2
DTXSID0041197,CCCCCC\C=C/CCCCCCCC(O)=O
DTXSID0041220,O=C1NC(=O)[C@@H]2CC=CC[C@H]12
DTXSID0041224,OCCCCC(O)CO
DTXSID0041274,O=C1C=CC(=O)N1C1=CC=CC=C1
DTXSID0041270,CC(CCOC(C)=O)CC(C)(C)C
DTXSID0041357,CCCCC\C=C/C=C/C(=O)OCC
DTXSID0041359,CC1=CC(O)=C(Cl)C(C)=C1Cl
DTXSID0041436,CCC(C)(C)O
DTXSID0041484,CC\C=C/CCOC(C)=O
DTXSID0041513,[O-][N+]1=CC=C(Cl)C=C1
DTXSID0041517,CC1OC(C)=C(O)C1=O
DTXSID0041567,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O
DTXSID0041519,CCCC(C)C(O)CC
DTXSID0041646,[Na+].CC1=NN(C(=O)C1\N=N\C1=CC=CC=C1)C1=CC(=CC=C1Cl)S([O-])(=O)=O
DTXSID0041692,COC(=O)CC(C(C)=O)C(=O)OC
DTXSID0041698,CNC(=O)ON=C(C)C(C)S(C)(=O)=O
DTXSID0041850,COP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O
DTXSID0041721,
DTXSID0041852,OC(NC(=O)NC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
DTXSID0041983,CCOC(=O)COC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O
DTXSID0041981,OC(=O)CF
DTXSID0041985,OC1=C(C=C(Br)C=C1Br)C(=O)NC1=CC(=CC=C1)C(F)(F)F
DTXSID0041987,FC(F)(F)C1=CC=CC(=C1)N1CC(CCl)C(Cl)C1=O
DTXSID0042034,CC(CC(C)(C)C)CC(C)(C)C
DTXSID0042038,CCCCCCCOC(=O)CCC
DTXSID0042080,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1
DTXSID0042084,CN(C)C(=O)NC1=CC=CC(OC(=O)NC(C)(C)C)=C1
DTXSID0042086,CCCCCCCCCCCCN1CCCCCC1=O
DTXSID0042117,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
DTXSID0042167,[K+].OC(=O)C1=C(C=CC=C1)C([O-])=O
DTXSID0042169,CCCCCCCCCCCCCOP(O)(O)=O
DTXSID0042242,CCC1=C(N)C=CC=C1
DTXSID0042244,OC1=CC=C(NC(=O)C2=CC=CC=C2O)C=C1
DTXSID0042248,C(C1CO1)N(CC1CO1)C1=CC=C(CC2=CC=C(C=C2)N(CC2CO2)CC2CO2)C=C1
DTXSID0042325,CCCC1=CC=C(OC)C=C1
DTXSID0042327,
DTXSID0042379,CO[Si](C)(C)OC
DTXSID0042400,[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O
DTXSID0042406,[Na+].COS([O-])(=O)=O
DTXSID0042454,CCCCCCCCCCCCCC(=O)OCC(O)CO
DTXSID0042583,CCN1CCC[C@H]1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O
DTXSID0042612,CNC1=C(Cl)C=C(C(=O)N[C@H]2CCN(CC3=CC=CC=C3)[C@H]2C)C(OC)=C1
DTXSID0042614,[H][C@@]12CC(=O)[C@@H](CC(C)C)CN1CCC1=C2C=C(OC)C(OC)=C1
DTXSID0042618,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C1=CC(C)=CC(C)=C1
DTXSID0042668,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
DTXSID0043761,[O-][N+](=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1
DTXSID0043763,CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(N)=O
DTXSID0043765,[H][C@@]1(O[C@H]2C[C@@H](O)[C@]3(CO)[C@@]4([H])[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@]4([H])CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
DTXSID0043848,CC1=C(C)C(OCC(O)CNC(C)(C)C)=CC=C1
DTXSID0043892,OC(=O)C1=CC2=C(NC=C2CCCCN2CCC(=CC2)C2=CC=CC=C2)C=C1
DTXSID0043896,OC1=CC=C(C=C1)C1CNCCC2=C1C=C(O)C(O)=C2Cl
DTXSID0044024,OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1
DTXSID0044107,CC(C)CC1=CC=C(CC(O)=O)C=C1
DTXSID0044236,CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C
DTXSID0044280,[H][C@@]12CC[N@@](C[C@@H]1C=C)[C@@]([H])(C2)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2
DTXSID00442840,FC(F)(F)OCCOS(=O)(=O)C(F)(F)F
DTXSID0044288,OS(=O)(=O)C1=CC2=C(NC(C2=O)=C2NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1
DTXSID0044313,CC(C)CCCO
DTXSID0044317,
DTXSID0044315,O.[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC=C2S([O-])(=O)=O
DTXSID0044361,NNC(=O)CCCCC(=O)NN
DTXSID0044363,CCCCCCCCCC(=O)OCC
DTXSID0044365,CC(C)(C)NC(N)=O
DTXSID0044367,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C
DTXSID0044440,CCC(C)C1=CC=CC(C(C)CC)=C1O
DTXSID0044369,CN(C)C1=CC=NC=C1
DTXSID0044448,OC(=O)CCC=C
DTXSID0044446,[Cl-].C[N+](C)(C)CC(O)=O
DTXSID0044490,COC(=O)C1=C(C=CS1)S(N)(=O)=O
DTXSID0044494,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1
DTXSID0044496,CCCCCC1CCCC(=O)O1
DTXSID0044498,[Cl-].CC[N+](C)(CC)CC
DTXSID0044521,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
DTXSID0044523,CC1=CC=C(N)C=C1S(O)(=O)=O
DTXSID0044527,SCC(=O)OCCOC(=O)CS
DTXSID0044525,CC(O)C(=O)O[Hg]C1=CC=CC=C1
DTXSID0044571,CC(C)C1=CC=CC(O)=C1
DTXSID0044573,CCC(C)(C)C1CCCCC1OC(C)=O
DTXSID0044575,ClC(Cl)C(=O)N1CCOC11CCCCC1
DTXSID0044577,[Ca++].[Br-].[Br-]
DTXSID0044600,OCC1CCC=CC1
DTXSID0044604,C=COCC1CCC(COC=C)CC1
DTXSID0044608,CCC[Si](OC(C)=O)(OC(C)=O)OC(C)=O
DTXSID0044606,CN(C)C(=O)NC1=CC=C(C)C(NC(=O)N(C)C)=C1
DTXSID0044654,Cl.CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
DTXSID0044650,CC1=CC=C(C=C1)N(CCO)CCO
DTXSID0044656,N#CCCOCCOCCC#N
DTXSID0044658,N=C1NC(=N)C2=C1C=CC=C2
DTXSID0044731,O=C1NC(=O)C2=CC=CC3=C2C1=CC=C3
DTXSID0044733,[Na+].[O-]C(=O)C1=CC(=CC=C1)[N+]([O-])=O
DTXSID0044735,[Na+].[Na+].[O-]S(=O)(=O)C1=CC(=CC=C1)S([O-])(=O)=O
DTXSID0044737,CCOC1=CC(=C(OCC)C=C1N1CCOCC1)[N+]([O-])=O
DTXSID0044783,
DTXSID0044781,ClC1=C(Cl)C(Cl)=C(Cl)C(=N1)C(Cl)(Cl)Cl
DTXSID0044785,CC1=NN(C(=O)C1)C1=CC(=CC=C1)S(O)(=O)=O
DTXSID0044787,OC1=CC(=CC2=C1C=CC(NC1=CC=CC=C1)=C2)S(O)(=O)=O
DTXSID0044810,CCC(C)CCCC(C)(C)O
DTXSID0044812,COC(C)CCO
DTXSID0044816,CC(C)=CCC\C(C)=C/C#N
DTXSID0044818,CCCCCCC(CO)CCCC
DTXSID0044860,CC1=NC(N)=CC=C1
DTXSID0044862,OC(=O)CCCCCCCCCC(O)=O
DTXSID0044868,CC(=O)NC1=CC=C(C)C=C1C
DTXSID0044941,NC1=CC=CC=C1S(=O)(=O)C1=CC=CC=C1
DTXSID0044945,OCCSCSCCO
DTXSID0044943,CN(C)CCN1CCOCC1
DTXSID0044949,CCC1(CO)COCOC1
DTXSID0044947,C=CC(=O)N1CCOCC1
DTXSID0044993,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1
DTXSID0044995,CCN1C2=C(C=CC=C2)C2=C1C=CC(=C2)[N+]([O-])=O
DTXSID0044997,CN(C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
DTXSID0044999,CC1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O
DTXSID0045094,C1CNCCN1.[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O
DTXSID0045090,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID0045125,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
DTXSID0045096,CS(O)(=O)=O.CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID0045127,CC(C)NCC(O)COC1=C(CC=C)C=CC=C1
DTXSID0045173,Cl.Cl.OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
DTXSID0045171,CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1
DTXSID0045175,CNCCC(OC1=CC=CC=C1OC)C1=CC=CC=C1
DTXSID0045202,CN\C(NC#N)=N/C1=CC=C(C=C1)C1=NNC(=O)CC1C
DTXSID0045206,O=C1NOC2=C1CCNC2
DTXSID0045204,C[N+]1=CC2=C(C=CC3=C2OCO3)C2=C1C1=C(C=C2)C=C2OCOC2=C1
DTXSID0045179,CC1=NC=C(CNC(=O)N(CCCl)N=O)C(N)=N1
DTXSID0045250,CCC1(C)CC(=O)NC(=O)C1
DTXSID0045208,Cl.CCCCNC1=C(C(=O)OCC)C(C)=NC2=C1C=NN2CC
DTXSID0045252,Cl.[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@H]2O
DTXSID0045254,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DTXSID0045383,CCN(CC)CCNC(=O)C1=CC(Br)=C(N)C=C1OC
DTXSID0045389,OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1
DTXSID0045385,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O
DTXSID0045410,CCCCC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
DTXSID0045414,[Cl-].[Cl-].[H][C@]12C[C@H]3[C@]4(CC[N@@+]3(CC=C)C\C1=C\CO)[C@H]1N(\C=C3/[C@@H]5N(\C=C2/1)C1=CC=CC=C1[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]3([H])C[C@@H]12)C1=CC=CC=C41
DTXSID0045412,Cl.NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1
DTXSID0045416,CCN(CC)C1=CC(C)=NC2=NC=NN12
DTXSID0045460,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C
DTXSID0045462,CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DTXSID0045464,Cl.CCCCN(CCCC)CCC(O)C1=CC2=C(C=C(Cl)C=C2Cl)C2=CC(=CC=C12)C(F)(F)F
DTXSID0045466,Cl.CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O
DTXSID0045468,Cl.CC1(C)S[C@@H]2[C@H](NC(=O)C(N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=C1C=CC=C2
DTXSID0045547,Cl.[Cl-].CCCC1=NC(N)=C(C[N+]2=CC=CC=C2C)C=N1
DTXSID0045545,[Na+].[Na+].O[Hg]C1=C([O-])C(Br)=CC2=C1OC1=CC([O-])=C(Br)C=C1C21OC(=O)C2=C1C=CC=C2
DTXSID0045543,[O-][N+]([O-])=O.C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
DTXSID0045591,CS(O)(=O)=O.CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1
DTXSID0045597,NC(CO)(CO)CO.OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
DTXSID0045595,[Na+].[Na+].CO[C@]1(NC(=O)C(C([O-])=O)C2=CC=C(O)C=C2)[C@H]2OCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O
DTXSID0045599,O.O.O.O.O.[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O
DTXSID0045624,OCC(O)CN1CCN(CC1)C1=CC=CC=C1
DTXSID0045674,CCN(CC)CC1CCCCN1CC(=O)N1C2=C(C=CC=C2)C(=O)NC2=C1N=CC=C2
DTXSID0045670,Cl.CC1(C)CO[C@@H](CC(O)=O)CN1
DTXSID0045626,OC(=O)CCNC(=O)C1=CC=CC=C1
DTXSID0045676,Cl.Cl\C(=C/N1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1
DTXSID0045703,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12
DTXSID0045701,CS(O)(=O)=O.[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O
DTXSID0045678,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3
DTXSID0045705,COC1=CC=C2N3CCN(C)C4=NCCC(C2=C1)=C34
DTXSID0045751,NCCC#N.NCCC#N.OC(=O)C=CC(O)=O
DTXSID0045709,Cl.CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O
DTXSID0045707,Cl.COC(=O)C1=CN=CN1C(C)C1=CC=CC=C1
DTXSID0045753,CC(C)NC[C@@H](O)COC1=CC=C(CC(N)=O)C=C1
DTXSID0045757,Cl.[H][C@]12C[C@](O)(CCN1C[C@]1([H])C3=C(CCC4=C1C2=CC=C4)C=CC=C3)C(C)(C)C
DTXSID0045755,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O
DTXSID0045759,Cl.CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O
DTXSID0045830,[K+].CC1(C)S[C@@H]2[C@H](N3C(=O)C(NC3(C)C)C3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O
DTXSID0045836,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O
