dtxsid,smiles
DTXSID4034653,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl
DTXSID4034788,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)NC2=C(C=CC=C2)C(=O)N(C)C)=N1
DTXSID4034869,OC(CN1N=CNC1=S)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1
DTXSID4034948,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C
DTXSID4035542,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC
DTXSID4035209,O=C1NC2=NNC=C2C(=O)N1
DTXSID4035592,CCCCCCCC\C=C\CCCOC(C)=O
DTXSID4035708,"[Cl-].C*.CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1 |c:25,27,30,t:9,11,23,lp:0:4,15:2,18:2,m:2:13.12|"
DTXSID4035839,CCC1(C)N(Cl)C(=O)N(Cl)C1=O
DTXSID4036229,[Na+].CCCCCCCCCCOS([O-])(=O)=O
DTXSID4036435,CCCCCCCCN1CCCC1=O
DTXSID4036489,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H]
DTXSID4037580,CNC(=O)CSP(=O)(OC)OC
DTXSID4036514,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2
DTXSID4037582,CCS(=O)(=O)CCSP(=O)(OC)OC
DTXSID4037584,NC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
DTXSID4037586,CCOP(=O)(OCC)SCSCC
DTXSID4037611,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1
DTXSID4037617,CNC(=O)OC1=CC(=CC(C)=C1)C(C)C
DTXSID4037748,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1
DTXSID40379666,CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C
DTXSID40380257,OC(=O)C=CC(F)(C(F)(F)F)C(F)(F)F
DTXSID40380797,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
DTXSID4038762,[O-][N+]([O-])=O.CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
DTXSID4038346,[H][C@]12C[C@@H](Cl)[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl
DTXSID4038847,CCO[Si](CCCN=C=O)(OCC)OCC
DTXSID4038899,CC(C1=C(O)C(=CC(=C1)C(C)(C)C)C(C)(C)C)C1=C(O)C(=CC(=C1)C(C)(C)C)C(C)(C)C
DTXSID4038922,CC(C)(C1=CC(Br)=C(OCCO)C(Br)=C1)C1=CC(Br)=C(OCCO)C(Br)=C1
DTXSID4038924,CCCCCCOC(=O)C1=C(O)C=CC=C1
DTXSID4038926,O=C(OCC1=CC=CC=C1)C(=O)OCC1=CC=CC=C1
DTXSID4039231,ClCC=C
DTXSID4039233,CC(C)CC(=O)OCC=C
DTXSID4039235,NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(Br)C=C1Br
DTXSID4039657,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DTXSID4040137,Cl.CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1
DTXSID4040002,CCCCOC(=O)C1=C(C=CC=C1)C(O)=O
DTXSID4040183,O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cd++].[Cd++]
DTXSID4040264,[Na+].[O-]C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
DTXSID4040266,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](C2)OC(=O)CSC#N
DTXSID4040268,CCC(C)C1=CC(=CC(=C1OC(=O)OC(C)C)[N+]([O-])=O)[N+]([O-])=O
DTXSID4040343,BrCC(=O)OCC1=CC=CC=C1
DTXSID4040395,CCCCCC(O)\C=C\C=O
DTXSID4040476,CC(C)(C)C1=CC=C(CCOC2=NC=NC3=C2C=CC=C3)C=C1
DTXSID4040682,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1
DTXSID4040684,[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
DTXSID4040686,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O
DTXSID4040688,
DTXSID4040713,CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1
DTXSID4040711,CCOC(=O)C1=C(C)C=CC=C1
DTXSID4040715,C=CC(=O)OCCOC1=CC=CC=C1
DTXSID4040761,ClC1=CC=C(C=C1)C1=C(\C=N\OCC2=CC(Cl)=C(Cl)C=C2)N2C=CSC2=N1
DTXSID4040719,CC(=O)CC(=O)NC1=CC=C(C)C=C1C
DTXSID4040765,COC(=O)\C=C/C(=O)OC
DTXSID4040767,OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=CC=C(Cl)C(Cl)=C1
DTXSID4040979,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1
DTXSID4041070,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O
DTXSID4041074,
DTXSID4041153,NC(CCC(O)=O)C=C
DTXSID4041232,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C
DTXSID4041234,N#CCCCC(CCC#N)C#N
DTXSID4041230,COC1=NC(C)=NC(N)=N1
DTXSID4041238,NCC1CCCC(CN)C1
DTXSID4041284,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O
DTXSID4041280,CC1(C)CC(O)CC(C)(C)N1[O]
DTXSID4041317,OC(=O)C1=C(I)C(I)=CC(I)=C1
DTXSID4041361,NC1=C(Cl)C=C(Cl)C=C1[N+]([O-])=O
DTXSID4041363,OC(=O)CC1=C(Cl)C=C(Cl)C=C1
DTXSID4041367,[O-][N+](=O)C1=CC=C(SC#N)C(=C1)[N+]([O-])=O
DTXSID4041440,CCC(C)COC(=O)CC(C)C
DTXSID4041442,[Na+].[O-]S(=O)(=O)C1=CC2=C(C=CC=C2)C=C1
DTXSID4041444,CCCC(C)CCC(C)=O
DTXSID4041446,OC1CCCCC1C1=CC=CC=C1
DTXSID4041492,CCCC(CC)C1=CC=CC=C1
DTXSID4041490,CC=C(C)C(C)=O
DTXSID4041494,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1
DTXSID4041521,NCCCN1CCOCC1
DTXSID4041527,CC1(C)CC(=O)CC(C)(C)N1
DTXSID4041529,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
DTXSID4041573,CCOC(=O)CP(=O)(OCC)OCC
DTXSID4041575,OC(=O)COCC(O)=O
DTXSID4041600,COP(=S)(NC(C)C)OC1=C(C=C(C)C=C1)[N+]([O-])=O
DTXSID4041604,CCCCCOC(=O)CCC
DTXSID4041654,CCCCC(CC)COC(=O)C1=CC=CC=C1
DTXSID4041656,OC(=O)C1=CC(Br)=C(O)C(Br)=C1
DTXSID4041783,NC(=S)C1=C(Cl)C=CC=C1Cl
DTXSID4041812,CC1CCC(CC1)C(C)(C)O
DTXSID4041818,CCC(C)C1CCCCC1=O
DTXSID4041991,COP(=S)(OC)SCC(=O)N(C)C=O
DTXSID4041995,N1C2=CC=CC=C2N=C1C1=CC=CO1
DTXSID4041997,[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O
DTXSID4042090,CCCCCCCCCCCCN(CCO)CCO
DTXSID4042096,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
DTXSID4042094,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C
DTXSID4042121,CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
DTXSID4042123,[Hg++].CC([O-])=O.CC([O-])=O
DTXSID4042129,Cl[Hg]C1=CC=CC=C1
DTXSID4042171,CCCCCCCCCCCCN1CCOCC1
DTXSID4042206,CCCCCCCCCCCCN1CCCC1=O
DTXSID4042208,CNC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID4042254,CCCCCCCCCCCCCCCC(=O)NCCO
DTXSID4042252,CN(C)C1=CC=C(SC#N)C=C1
DTXSID4042256,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C1=CC=CN=C1
DTXSID4042335,CCCCOC(=O)[C@H](C)O
DTXSID4042337,CCCOC(=O)CC
DTXSID4042416,[Na+].CCCCCCCCCCCCCCOS([O-])(=O)=O
DTXSID4042418,[Na+].CCCCCCCCCCCCCOS([O-])(=O)=O
DTXSID4042622,Cl.CN1C=CC2=C1C=C1CCN(C(=O)NC3=CC=CN=C3)C1=C2
DTXSID4042462,IC(I)=C(I)I
DTXSID4042468,CNC(=O)ON=C(CSC)C(C)(C)C
DTXSID4043777,OS(O)(=O)=O.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1
DTXSID4043850,ClCCN1CCCC1
DTXSID4043937,CS(C)(=O)=O
DTXSID4044161,Cl[Sb](Cl)Cl
DTXSID4044371,OS(=O)(=O)CCCN1CCOCC1
DTXSID4044375,OCC(O)COCC=C
DTXSID4044373,Cl.NC(CO)(CO)CO
DTXSID4044379,Cl[Au](Cl)Cl
DTXSID4044400,[Br-].CCCC[N+](CCCC)(CCCC)CCCC
DTXSID4044402,CC(=O)CC(=O)OC(C)(C)C
DTXSID4044404,OCCSSCCO
DTXSID4044408,NCCN1CCOCC1
DTXSID4044450,CCCOC(OCCC)OCCC
DTXSID4044452,BrCCCCCCBr
DTXSID4044454,CCOC(=O)CC(=O)CCl
DTXSID4044456,NC1=CC=NC(=O)N1
DTXSID4044458,[Na+].OCCN1CCN(CCS([O-])(=O)=O)CC1
DTXSID4044533,ClC1=C(C=CC=C1)C1=C(Cl)C=CC=C1
DTXSID4044537,
DTXSID4044535,[Na+].[O-]S(=O)(=O)C1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O
DTXSID4044581,CCC1=CC(=C(O)C=C1)C(C)(C)C
DTXSID4044585,[Na+].[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)[N-]C1=O
DTXSID4044587,CCN(CCC#N)C1=CC=CC=C1
DTXSID4044616,[Cl-].CCCC[P+](CCCC)(CCCC)CCCC
DTXSID4044589,COC(=O)CCCC(O)=O
DTXSID4044618,COC1=CC(Br)=CC=C1
DTXSID4044662,CCCCCCCCSCC
DTXSID4044660,SCCSCCS
DTXSID4044664,Cl.CCOC(=O)NNC1=NN=CC2=CC=CC=C12
DTXSID4044668,CC1=NC2=C(C3=C(C=CC=C3)C=C2)C1(C)C
DTXSID4044743,NC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O
DTXSID4044747,CCCCNP(N)(N)=S
DTXSID4044745,CC1(C)C(=O)C(C)(C)C1=O
DTXSID4044791,CCC(=O)OCC1=CC=CC=C1
DTXSID4044793,[Na+].OC(CCl)CS([O-])(=O)=O
DTXSID4044820,OC(=O)CCC(=O)OCCOC(=O)C=C
DTXSID4044799,CC(C)(C)C1CCCCC1O
DTXSID4044824,CC(C)C1(O)CCC(C)=CC1
DTXSID4044822,CC(CCO)CCC1=CC=CC=C1
DTXSID4044826,CC(C)CCCC(C)CC=O
DTXSID4044828,CCOC(=O)CCCCCCCCC=C
DTXSID4044870,CC(=C)C(=O)OCCCCOC(=O)C(C)=C
DTXSID4044872,C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C1CO1
DTXSID4044874,CCC(C)(OOC(C)(C)C)OOC(C)(C)C
DTXSID4044878,CCCOC(=O)C1=CC=CC=C1
DTXSID4044876,C(COCC1CO1)OCC1CO1
DTXSID4044901,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
DTXSID4044903,CCOC(=O)\C=C(/C)O[Ti](OC(C)C)(OC(C)C)O\C(C)=C\C(=O)OCC
DTXSID4044905,CC1(C)CC(=O)CC(C)(C)N1[O]
DTXSID4044909,CO[Si](C)(OC)C1=CC=CC=C1
DTXSID4044951,
DTXSID4044953,OCCC1=CC=NC=C1
DTXSID4044955,[Na+].[O-]C(=O)C1=CN=CC=C1
DTXSID4045131,C(OC1=C(C=CC=C1)C1CC1)C1=NCCN1
DTXSID4045002,COC1=CC=C(\C=N\NC(=O)C2=CC=NC=C2)C=C1OC
DTXSID4045133,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC=C(O)C(O)=C1
DTXSID4045139,NC(CC1=CC=C(Cl)C=C1)C(O)=O
DTXSID4045181,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID4045183,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
DTXSID4045187,Cl.CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN(C)C)C=C1
DTXSID4045189,CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
DTXSID4045210,Cl.CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O
DTXSID4045262,CCC1(CC)C(=O)NC=CC1=O
DTXSID4045216,OC1=CC(C=C(C#N)C#N)=CC(O)=C1O
DTXSID4045341,Cl.CCCNC(C)(C)COC(=O)C1=CC=CC=C1
DTXSID4045343,OC1=CC=C(C=C1)C(=O)NN=CC1=CC=C(O1)[N+]([O-])=O
DTXSID4045345,Cl.Cl.CC[C@@H](CO)NCCN[C@@H](CC)CO
DTXSID4045347,Cl.CCN(CC)C(C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2
DTXSID4045391,OS(O)(=O)=O.CC(C)NCC(O)C1=CC(O)=CC(O)=C1.CC(C)NCC(O)C1=CC(O)=CC(O)=C1
DTXSID4045393,Cl.CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
DTXSID4045399,OC(=O)\C=C/C(O)=O.COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
DTXSID4045420,CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O
DTXSID4045422,COC1=CC(C)=NN1C1=NC(OC)=CC(C)=N1
DTXSID4045424,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCCC1
DTXSID4045428,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DTXSID4045472,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1
DTXSID4045474,COC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
DTXSID4045476,OS(O)(=O)=O.OS(O)(=O)=O.NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H]1O
DTXSID4045478,Cl.CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DTXSID4045551,[Na+].CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C(=NO1)C1=CC=CC=C1Cl
DTXSID4045555,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)C(=O)N1CCN(C)CC1
DTXSID4045557,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2
DTXSID4045559,CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O
DTXSID4045630,Cl.COC(=O)CCC(=O)CN
DTXSID4045632,[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DTXSID4045636,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
DTXSID4045638,CCCCCCCCN[C@H](C)[C@@H](O)C1=CC=C(SC(C)C)C=C1
DTXSID4045680,CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1
DTXSID4045682,O.CC(NC(NC1=CC=NC=C1)=NC#N)C(C)(C)C
DTXSID4045688,O=C1N(CCCCN2CCN(CC2)C2=NC=CC=N2)S(=O)(=O)C2=CC=CC=C12
DTXSID4045686,Cl.COC1=CC(N)=C(Cl)C=C1C(=O)NC1CN2CCC1CC2
DTXSID4045711,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DTXSID4045763,Cl.COC(=O)[C@@H](N)CC1=CC(O)=C(O)C=C1
DTXSID4045765,O.Cl.NCCCC(N)(C(F)F)C(O)=O
DTXSID4045767,Cl.CCOC(=O)C1=CN=C2N(CC)N=CC2=C1NN=C(C)C
DTXSID4045769,Cl.CCN1CCC[C@H]1CNC(=O)C1=C(OC)C(Cl)=CC(CC)=C1O
DTXSID4045846,
DTXSID4045848,
DTXSID4045890,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
DTXSID4045892,COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
DTXSID4045896,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DTXSID4045898,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O
DTXSID4045925,NC1=NC(=CS1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O
DTXSID4045921,Cl.COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1C[C@@H]2CCCN[C@@H]2C1)C1CC1
DTXSID4045927,Cl.CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
DTXSID4045929,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(OCCO)=C4)C3=O)C3=CC=C(OCCO)C(OCCO)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DTXSID4045973,OC1=CC=C(Cl)C2=CC=CN=C12
DTXSID4045975,COC1=C(F)C=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)F
DTXSID4045979,OC[C@@H](O)C(O)[C@H](O)CO
DTXSID4046020,CC1=C(O)C(C=O)=C(CO)C=N1
DTXSID4046022,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1
DTXSID4046024,OS(O)(=O)=O.COC(=O)C(N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl
DTXSID4046076,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
DTXSID4046078,CC(C)NCC(O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C
DTXSID4046101,CC1=C2C(O)=CC3=C4C2=C(C(O)=C1)C(=O)C1=C4C(=C(O)C=C1O)C(=O)C3(C)C
DTXSID4046103,OC(=O)COC1=CC=C(CCNS(=O)(=O)C2=CC=CC=C2)S1
DTXSID4046107,COC1=CC(=CC=C1O)C(=S)N1CCOCC1
DTXSID4046109,CCCCN1CCCC1C(=O)NC1=C(C)C=C(C)C=C1C
DTXSID4046151,OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1
DTXSID4046155,[O-][N+]1=C(C2=CC=CC=C2)C2=C(NC(=O)C1)C=CC(Cl)=C2
DTXSID4046153,NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
DTXSID4046157,OC(=O)CC1=CSC(=N1)C1=CC=C(Cl)C=C1
DTXSID4046159,O=C(NCN1CCOCC1)C1=CN=CC=N1
DTXSID4046230,CC1=C(OCC(O)CNCCOC2=CC=C(C=C2)C(N)=O)C=CC=C1
DTXSID4046232,CCC1=NC=NC2=CC(OC)=C(OC)C=C12
DTXSID4046234,NC(=O)OC1=CC=C(CC2=CC=CC=C2)C=C1
DTXSID4046236,CC(=O)OC1=C2C=CC=CC2=C(OC(C)=O)C(C)=C1
DTXSID4046238,CN(CC1=CC=CC=C1)CC1=CC=CC=C1
DTXSID4046280,ClC1=CC=C(OCC(=O)OCCNC23CC4CC(CC(C4)C2)C3)C=C1
DTXSID4046282,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID4046284,OC1=CC=C(C2=C1N=CC=C2)[N+]([O-])=O
DTXSID4046286,CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
DTXSID4046288,CN1CCN(CC1)C(=O)C1CCCCC1
DTXSID4046315,CCCN1CCC[C@@H]2CC3=C(C[C@@H]12)C=NC(N)=N3
DTXSID4046313,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
DTXSID4046319,[H][C@]12C[C@]3(O)[C@@H](OC)[C@H](O)[C@](OC(C)=O)(C4[C@H](OC)[C@@]5([H])C11C4N(CC)C[C@]5(COC)[C@H](O)C[C@@H]1OC)[C@H]2[C@]3([H])OC(=O)C1=CC=CC=C1
DTXSID4046361,[H][C@@]12O[C@@]1(C)\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C)C)[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@H]2C
DTXSID4046442,Cl.CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID4046444,NC1=NC(NC2CC2)=C2N=CN([C@@H]3C[C@H](CO)C=C3)C2=N1
DTXSID4046440,N[C@@H](CSCCCO)C(O)=O
DTXSID4046363,[H][C@]1(CC2=CC3=CC(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(C)=O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)[C@H](OC)C(=O)[C@@H](O)[C@@H](C)O
DTXSID4046448,[Ca++].O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O.O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O
DTXSID4046446,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1
DTXSID4046492,O[C@@H](CC(O)=O)C(O)=O.CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C
DTXSID4046490,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O
DTXSID4046494,OC(=O)C1=CC2=C(C=CC=C2)C(CC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)=C1O.CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O
DTXSID4046498,ONC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID4046523,O[C@@H](C(O)=O)C1=CC=CC=C1
DTXSID4046527,Cl.CCOC(=O)[C@@H](N)CS
DTXSID4046521,CCOC1=CC=C(C2=C1N=CC=C2)S(O)(=O)=O
DTXSID4046525,COC1=CC(O)=CC(O)=C1
DTXSID4046529,Cl.CCCCCCCCCCOCC(O)CN
DTXSID4046571,CCC1=CC=C(C=C1)S(O)(=O)=O
DTXSID4046573,OC1=C(I)C=C(C=C1I)[N+]([O-])=O
DTXSID4046575,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
DTXSID4046577,[Na+].CN(C)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](C)C)C1=C2C=CC(=CC2=CC(=C1O)S([O-])(=O)=O)S([O-])(=O)=O
DTXSID4046579,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O
DTXSID4046602,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
DTXSID4046600,CN1CCN(CC1)C1=C2OCN(C)N3C=C(C(O)=O)C(=O)C(C=C1F)=C23
DTXSID4046604,CCC(O)=O.CCC(O)=O.O=C(NC1=CC=CC(=C1)C1=NCCN1)NC1=CC=CC(=C1)C1=NCCN1
DTXSID4046608,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1
DTXSID4046652,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C\NC(N)=O
DTXSID4046606,O.O.[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DTXSID4046654,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)C2=CC(F)=CC=C2O1
DTXSID4046656,Cl.Cl.CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
DTXSID4046658,Cl.CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=CC=CC(O)=C1C3=O
DTXSID4046733,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC(=O)C1=CC=CN=C1
DTXSID4046735,NCCCO.CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C
DTXSID4046737,[Na+].CN1C2=C(C=CC=C2)C(NCCCCCCC([O-])=O)C2=CC=C(Cl)C=C2S1(=O)=O
DTXSID4046739,Cl.NCCNC(=O)C1=NC=C(Cl)C=C1
DTXSID4046783,Cl.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
DTXSID4046785,Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
