aeid,assay_name
2791,CCTE_Mundy_HCI_hN2_NOG_NeuriteLength
2792,CCTE_Mundy_HCI_hN2_NOG_NeuronCount
2793,CCTE_Mundy_HCI_hNP1_Casp3_7
2794,CCTE_Mundy_HCI_hNP1_CellTiter
2797,CCTE_Mundy_HCI_hNP1_Pro_ResponderAvgInten
2808,UTOR_hL-FABP_binding_Kd
2809,BSK_BT_Bcell_Proliferation
2658,ERF_FR_GPCR_binding_hNPY1R
2659,ERF_FR_GPCR_binding_hNPY2R
2660,ERF_FR_GPCR_binding_hNTSR1
2661,ERF_FR_GPCR_binding_hOPRD1
2662,ERF_FR_GPCR_binding_hOPRL1
2663,ERF_FR_GPCR_binding_hOPRM1
2664,ERF_FR_GPCR_binding_hOXTR
2665,ERF_TW_GPCR_binding_hTACR1
2666,ERF_TW_GPCR_binding_hTACR2
2811,BSK_BT_PBMCCytotoxicity
2813,BSK_BT_sIgG
2815,BSK_BT_xIL17A
2817,BSK_BT_xIL17F
2819,BSK_BT_xIL2
2821,BSK_BT_xIL6
2823,BSK_BT_xTNFa
2825,BSK_MyoF_ACTA1
2827,BSK_MyoF_bFGF
2829,BSK_MyoF_VCAM1
2831,BSK_MyoF_CollagenI
2667,ERF_FR_GPCR_binding_hVIPR1
2668,ERF_FR_GPCR_binding_rGHB
2669,ERF_FR_GPCR_binding_rPY2
2670,ERF_FR_IC_binding_rCACNA1C_Dihydropyridine
2671,ERF_FR_IC_binding_rCACNA1C_Diltiazem
2672,ERF_FR_IC_binding_rKCNJ1
2673,ERF_FR_IC_binding_rKCNN1
2674,ERF_FR_IC_binding_rSCN1A
2675,ERF_FR_LGIC_binding_hGABRA1
2676,ERF_FR_LGIC_binding_rGLRA1
2677,ERF_FR_LGIC_binding_rGRIA1
2678,ERF_FR_LGIC_binding_rGRIK1
2833,BSK_MyoF_CollagenIII
2835,BSK_MyoF_CollagenIV
2837,BSK_MyoF_IL8
2839,BSK_MyoF_Decorin
2841,BSK_MyoF_MMP1
2843,BSK_MyoF_PAI1
2845,BSK_MyoF_SRB
2847,BSK_MyoF_TIMP1
2679,ERF_TW_LGIC_binding_rGRIN1
2680,ERF_FR_MP_binding_hTSPO
2681,ERF_TW_NR_binding_hAR
2682,ERF_TW_NR_COA_hFXR_Antagonist
2683,ERF_FR_NR_binding_hGR
2684,ERF_TW_NR_binding_hHTR2C
2685,ERF_FR_NR_binding_hPGR
2686,ERF_FR_NR_binding_hPPARA
2687,ERF_FR_NR_binding_hPPARG
2688,ERF_TW_NR_binding_hRARa
2689,ERF_TW_NR_COA_hTHRA
2849,BSK_BF4T_MCP1
2851,BSK_BF4T_Eotaxin3
2853,BSK_BF4T_VCAM1
2855,BSK_BF4T_ICAM1
2857,BSK_BF4T_CD90
2859,BSK_BF4T_IL8
2861,BSK_BF4T_IL1a
2863,BSK_BF4T_Keratin818
2865,BSK_BF4T_MMP1
2867,BSK_BF4T_MMP3
2869,BSK_BF4T_MMP9
2871,BSK_BF4T_PAI1
2873,BSK_BF4T_SRB
2875,BSK_BF4T_tPA
2877,BSK_BF4T_uPA
2879,BSK_BE3C_ICAM1
2881,BSK_BE3C_ITAC
2883,BSK_BE3C_IL8
2885,BSK_BE3C_EGFR
2887,BSK_BE3C_Keratin818
2889,BSK_BE3C_MMP9
2891,BSK_CASM3C_PAI1
2893,BSK_hDFCGF_MCP1
2895,BSK_hDFCGF_ICAM1
2897,BSK_hDFCGF_CollagenI
2899,BSK_hDFCGF_ITAC
2901,BSK_hDFCGF_TIMP2
2903,BSK_KF3CT_IL8
2905,BSK_KF3CT_MIG
2907,BSK_KF3CT_PAI1
2909,BSK_IMphg_MCP1
2911,BSK_IMphg_MIP1a
2913,BSK_IMphg_VCAM1
2915,BSK_IMphg_CD40
2917,BSK_IMphg_ESelectin
2919,BSK_IMphg_CD69
2921,BSK_IMphg_IL8
2923,BSK_IMphg_IL1a
2925,BSK_IMphg_MCSF
2927,BSK_IMphg_IL10
2929,BSK_IMphg_SRB
2931,BSK_IMphg_SRB.Mphg
2933,BSK_LPS_Thrombomodulin
2935,BSK_LPS_CD69
2938,IUF_NPC2a_radial_glia_migration_72hr
2940,IUF_NPC2a_radial_glia_migration_120hr
2942,IUF_NPC2b_neuronal_migration_120hr
2944,IUF_NPC2c_oligodendrocyte_migration_120hr
2946,IUF_NPC3_neuronal_differentiation_120hr
2948,IUF_NPC4_neurite_length_120hr
2950,IUF_NPC4_neurite_area_120hr
2952,IUF_NPC5_oligodendrocyte_differentiation_120hr
2954,IUF_NPC2-5_cytotoxicity_72hr
2956,IUF_NPC2-5_cytotoxicity_120hr
2958,IUF_NPC2-5_cell_number_120hr
2960,IUF-NPC2-5_viability_120hr
3017,TOX21_MSTI_p3_activity
3018,TOX21_MSTI_p3_activity_n
3019,VALA_TUBHUV_Agonist_CellCount
3020,VALA_TUBHUV_Agonist_TubuleLength
3021,VALA_TUBHUV_Antagonist_CellCount
3022,VALA_TUBHUV_Antagonist_TubuleLength
3023,VALA_TUBIPS_Agonist_CellCount
3024,VALA_TUBIPS_Agonist_TubuleLength
3025,VALA_TUBIPS_Antagonist_CellCount
3026,VALA_TUBIPS_Antagonist_TubuleLength
3027,VALA_MIGHUV1_ScratchOnly_CellCount
3028,VALA_MIGHUV1_ScratchOnly_WoundArea
3029,VALA_MIGHUV2_CellCount
3030,VALA_MIGHUV2_Bcatenin
3031,VALA_MIGHUV2_WoundArea
3032,CCTE_GLTED_hIYD
3067,CCTE_Mundy_HCI_iCellGluta_NOG_BPCount
3068,CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteCount
3069,CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteLength
3070,CCTE_Mundy_HCI_iCellGluta_NOG_NeuronCount
3072,CCTE_Deisenroth_5AR_NBTE_autofluor
3074,CCTE_Deisenroth_5AR_NBTE_donor
3076,CCTE_Deisenroth_5AR_NBTE_acceptor
3078,CCTE_Deisenroth_5AR_NBTE_ratio
3086,TAMU_PeakParms_SingleDonor1434_Asystole
3087,IUF_NPC1_cytotoxicity_72hr
3088,CCTE_GLTED_hTBG
3089,CCTE_GLTED_hTTR_0.5uM
3090,CCTE_GLTED_hTPO
3091,CCTE_GLTED_xDIO3
3092,CCTE_GLTED_xIYD
3094,CCTE_Deisenroth_DEVTOX-GLR_legacy_Sox17
3095,CCTE_Deisenroth_DEVTOX-GLR_legacy_Sox2
3096,CCTE_Deisenroth_DEVTOX-GLR_legacy_Bra
3098,CCTE_Deisenroth_DEVTOX-GLR_legacy_CellCount
3099,ATG_frGR_EcoTox2
3101,ATG_rtGR_EcoTox2
3103,ATG_jmGR_EcoTox2
3105,ATG_zfGR_EcoTox2
3107,ATG_hPPARa_EcoTox2
3109,ATG_frPPARa_EcoTox2
3111,ATG_rtPPARa_EcoTox2
3113,ATG_jmPPARa_EcoTox2
3115,ATG_zfPPARa_EcoTox2
3117,ATG_hPPARg_EcoTox2
3231,CCTE_Deisenroth_DEVTOX-GLR_Ecto_SOX17
3232,CCTE_Deisenroth_DEVTOX-GLR_Ecto_SOX2
3233,CCTE_Deisenroth_DEVTOX-GLR_Ecto_BRA
3234,CCTE_Deisenroth_DEVTOX-GLR_Ecto_CellCount
3235,CCTE_Deisenroth_DEVTOX-GLR_Pluri_SOX17
3186,TOX21_p450_CYP2C19_Antagonist
3187,TOX21_p450_CYP2C9_Antagonist
3188,TOX21_p450_CYP1A2_Antagonist
3189,TOX21_AChE_ms_Antagonist
3190,TOX21_AChE_Antagonist
3194,Tanguay_ZF_120hpf_MO24
3195,Tanguay_ZF_120hpf_DP24
3196,Tanguay_ZF_120hpf_SM24
3197,Tanguay_ZF_120hpf_MORT
3198,Tanguay_ZF_120hpf_CRAN
3236,CCTE_Deisenroth_DEVTOX-GLR_Pluri_SOX2
3237,CCTE_Deisenroth_DEVTOX-GLR_Pluri_BRA
3238,CCTE_Deisenroth_DEVTOX-GLR_Pluri_CellCount
3243,ERF_TW_NR_binding_hERa
3264,CCTE_GLTED_hTTR_0.125uM
3119,ATG_frPPARg_EcoTox2
3121,ATG_rtPPARg_EcoTox2
3123,ATG_jmPPARg_EcoTox2
3125,ATG_zfPPARg_EcoTox2
3127,ATG_hRXRb_EcoTox2
3129,ATG_frRXRb_EcoTox2
3131,ATG_rtRXRb_EcoTox2
3199,Tanguay_ZF_120hpf_AXIS
3200,Tanguay_ZF_120hpf_EDEM
3201,Tanguay_ZF_120hpf_MUSC
3202,Tanguay_ZF_120hpf_LTRK
3203,Tanguay_ZF_120hpf_BRN
3204,Tanguay_ZF_120hpf_SKIN
3205,Tanguay_ZF_120hpf_NC
3206,Tanguay_ZF_120hpf_TCHR
3133,ATG_jmRXRb_EcoTox2
3135,ATG_zfRXRb_EcoTox2
3137,ATG_hERa_EcoTox2
3139,ATG_zfER1_EcoTox2
3141,ATG_frER1_EcoTox2
3143,ATG_hAR_EcoTox2
3145,ATG_zfAR_EcoTox2
3147,ATG_M_61_EcoTox2
3207,Tanguay_ZF_120hpf_ANY
3210,TOX21_hERG_U2OS_Antagonist
3211,CCTE_Padilla_ZF_Score.Living
3212,CCTE_Padilla_ZF_Score.Hatched
3213,CCTE_Padilla_ZF_Score.General
3214,CCTE_Padilla_ZF_Score.Swim_bladder
3215,CCTE_Padilla_ZF_Score.Craniofacial
3216,CCTE_Padilla_ZF_Score.Edema
3217,CCTE_Padilla_ZF_Score.Spine
3218,CCTE_Padilla_ZF_Score.Pigmentation
3219,CCTE_Padilla_ZF_Score.Position
3220,CCTE_Padilla_ZF_Score.Tail
3221,CCTE_Padilla_ZF_Score.Blood_pooling
3222,CCTE_Padilla_ZF_Score.Any
3223,CCTE_Deisenroth_DEVTOX-GLR_Endo_SOX17
3224,CCTE_Deisenroth_DEVTOX-GLR_Endo_SOX2
3149,ATG_M_06_EcoTox2
3151,ATG_M_32_EcoTox2
3153,ATG_M_19_EcoTox2
3155,ATG_hGR_EcoTox2
3161,CCTE_Deisenroth_H295R-HTRF_384WELL_ESTRADIOL
3162,CCTE_Deisenroth_H295R-HTRF_384WELL_TESTOSTERONE
3163,CCTE_Deisenroth_H295R-HTRF_384WELL_CTOX
3164,CCTE_Mundy_HCI_iCellGABA_NOG_BPCount
3165,CCTE_Mundy_HCI_iCellGABA_NOG_NeuriteCount
3166,CCTE_Mundy_HCI_iCellGABA_NOG_NeuriteLength
3167,CCTE_Mundy_HCI_iCellGABA_NOG_NeuronCount
3168,ERF_US_NR_hESR1
3229,CCTE_Deisenroth_DEVTOX-GLR_Meso_BRA
3230,CCTE_Deisenroth_DEVTOX-GLR_Meso_CellCount
3169,ERF_US_NR_hNFE2L2
3170,ERF_US_NR_hPPARA
3171,ERF_US_NR_hPPARD
3172,ERF_US_NR_hPPARG
3173,ERF_FR_NR_COA_hPPARA
3174,ERF_FR_NR_COA_hPPARD
3175,ERF_FR_NR_COA_hPPARG
3177,ERF_TW_NR_COA_hRARG
3178,ERF_TW_NR_COA_hRXRB
3179,ERF_TW_NR_COA_hESR1
3180,ERF_TW_NR_COA_hPPARA
3181,ERF_TW_NR_COA_hPPARG
3185,TOX21_p450_CYP2D6_Antagonist
3225,CCTE_Deisenroth_DEVTOX-GLR_Endo_BRA
3226,CCTE_Deisenroth_DEVTOX-GLR_Endo_CellCount
3227,CCTE_Deisenroth_DEVTOX-GLR_Meso_SOX17
3228,CCTE_Deisenroth_DEVTOX-GLR_Meso_SOX2
